iter	Logloss
152	0.3186201827
153	0.3181642524
154	0.3177006881
155	0.3171268999
156	0.3166338766
157	0.3158572607
158	0.3153807805
159	0.3149648894
160	0.3142561864
161	0.3132828899
162	0.3129544584
163	0.3124028001
164	0.3116202465
165	0.3111545755
166	0.3107389012
167	0.3102375267
168	0.3098556152
169	0.3094342354
170	0.3088295436
171	0.3082933223
172	0.3078055236
173	0.307510481
174	0.3069338909
175	0.3062518603
176	0.3058409459
177	0.3052760735
178	0.3047393033
179	0.3041949662
180	0.3035776322
181	0.3029361816
182	0.3023346216
183	0.3017798608
184	0.3012068687
185	0.300503498
186	0.3001346852
187	0.2996695128
188	0.2993586674
189	0.2988744657
190	0.2984864581
191	0.2978787738
192	0.2972878784
193	0.2967008237
194	0.2963285594
195	0.2959902963
196	0.2956962467
197	0.2952356512
198	0.2949063344
199	0.2944370056
200	0.2938985086
201	0.2934856469
202	0.2930096954
203	0.2924532272
204	0.2919294582
205	0.2912246157
206	0.2907803253
207	0.2902423581
208	0.2898020011
209	0.289362517
210	0.2890869319
211	0.2883504125
212	0.2876543605
213	0.2872314319
214	0.2868525471
215	0.2865338152
216	0.2859761926
217	0.2854845119
218	0.2848715819
219	0.2842593062
220	0.2839207987
221	0.2834685821
222	0.2828067455
223	0.2823756563
224	0.2820789494
225	0.2816502769
226	0.2810839118
227	0.2808039707
228	0.2803969599
229	0.2800782978
230	0.2798845611
231	0.279090064
232	0.2784581829
233	0.2779433829
234	0.2773716646
235	0.2769960737
236	0.2765478982
237	0.2760156605
238	0.275589454
239	0.2752513352
240	0.274706102
241	0.2741870901
242	0.2737407427
243	0.2733975376
244	0.2730395622
245	0.2725885876
246	0.2720336037
247	0.2716123141
248	0.2711684581
249	0.2707044767
250	0.270079981
251	0.2694198035
252	0.2689570334
253	0.2684987358
254	0.2682288999
255	0.267967252
256	0.2675224369
257	0.2672107224
258	0.2665952502
259	0.2662651998
260	0.2659709406
261	0.2656144785
262	0.2653776804
263	0.2651224171
264	0.2646140921
265	0.2642072193
266	0.2638152306
267	0.2634996066
268	0.2631402691
269	0.2629252673
270	0.2625224115
271	0.2622142185
272	0.2619357689
273	0.2616402907
274	0.2613273587
275	0.2608208148
276	0.2602479576
277	0.2598569132
278	0.2592547913
279	0.2588100891
280	0.2585686461
281	0.2580610049
282	0.2577201645
283	0.2573332468
284	0.2568675381
285	0.2564624201
286	0.2560246295
287	0.2557837871
288	0.2553748694
289	0.2549115451
290	0.2545311614
291	0.254215986
292	0.2538099664
293	0.2533793237
294	0.2530197417
295	0.2527746701
296	0.2523561563
297	0.2521205755
298	0.2519378218
299	0.2516570237
300	0.2513721957
301	0.2507843707
302	0.2504588653
303	0.2501310074
304	0.2497596456
305	0.2493564071
306	0.2490658133
307	0.2488221092
308	0.2483758207
309	0.247923501
310	0.2476283022
311	0.2472204766
312	0.246881117
313	0.2465187427
314	0.2461983436
315	0.2459287186
316	0.2456643136
317	0.2452874393
318	0.2448006966
319	0.2444519038
320	0.2441027246
321	0.2436535935
322	0.2433196101
323	0.2429971221
324	0.2427726217
325	0.2425005124
326	0.2422818345
327	0.2418338083
328	0.2415910219
329	0.2412243129
330	0.2409626187
331	0.2406266834
332	0.2401748144
333	0.2397624653
334	0.2393178499
335	0.2388878851
336	0.2386990332
337	0.2383280076
338	0.2380547871
339	0.2376795296
340	0.2373621789
341	0.2371145592
342	0.2368444397
343	0.2366520407
344	0.236371187
345	0.2362200392
346	0.2358382931
347	0.2355926941
348	0.2353079212
349	0.2348640286
